"holder","segment","licenses","mining_lics","hectares","main_commodities","lics_in_default_2025","lics_cancelled_2024","registry_discrepancy","likely_reason","already_researched","existing_contact"
"Grhhin Mine Limited","gold","1","0","13","Iron Ore/Silver/Zinc","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Solola Multi-purpose Co-operative","gold","2","2","13","Gold/Copper/Silver","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Endeavor Rise Multi-Purpose Co-operative Society Limited","gemstones","2","2","13","Gold/Gemstones/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Nyamphende Small Scale Mining Cooperative Society","gold","2","2","13","Quartz/Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Havfree International Trade (pty) Limited","critical_battery","1","0","11","Nickel/Manganese/Zinc","1","1","RESOLVED_ON_RETRY","was a query artefact: register string contains punctuation the PACRA search cannot handle; found as 'HavFree INTERNATIONAL TRADE (PTY) LIMITED'","no","no"
"Double impacty Construction Company Ltd","industrial_minerals","1","1","11","Marble/Limestone (General)","1","1","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"Lukamantano Youth Multi-Purpose Cooperative","critical_battery","1","1","7","Pyrite/Tin/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kamdothi Mining Cooperative","gemstones","1","1","7","Silver/Tourmaline/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Lukalia Mining Co-operative Society Limited","critical_battery","1","1","7","Manganese/Sand/Sugilite","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Kasafya Youth Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Manganese/Copper/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Lugubbe Multi-Purpose Co-operative Society Limited","gold","1","1","7","Mica/Limestone (General)/Silica","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Kamwambizi Small Scale Miners Co-operative Society Limited","gemstones","1","1","7","Quartz/Tourmaline/Aquamarine","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Madibba Resources Multipurpose Cooperative Society","gemstones","1","1","7","Quartz/Radium/Nickel","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Makandwe Multi-purpose cooperative Society Limited","gold","1","1","7","Iron Ore/Silver/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Malemashi Copper Mult Purpose Cooperative Society Limited","gemstones","1","1","7","Quartz/Silver/Tourmaline","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Malota Multpurpose Cooperative Society Limited","critical_battery","1","1","7","Limestone (General)/Lead/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Kamwambizi Small Scale Mines Mining Cooperative Society","unknown","1","1","7","","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Nyanswa Mining Multi-Purpose Co-Operative Society Limited","gold","1","1","7","Iron Ore/Lead/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"NKUSULULU MULTPURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Mineral Sands/Silver/Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Graspers  Multi- Purpose Co-Operative Society Limited","gold","1","1","7","Iron Ore/Lead/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"New Generation Multi-purpose Co-operative Society Limited","gemstones","1","1","7","Emerald/Copper/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"NOK Mining Co-Operative Society Limited","gemstones","1","1","7","Manganese/Granite/Tourmaline","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kapanda Maano Multi- Purpose Co-operative Society Limited","critical_battery","1","1","7","Lead/Manganese/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kaole New  Dawn Mining Multipurpose  Cooperative Society Limited","critical_battery","1","1","7","Manganese/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Nkulundundu Multi-purpose Cooperative","gold","1","1","7","Quartz/Silica/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Nkasekelela Multi-purpose cooperative society","gemstones","1","1","7","Gold/Malachite/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Nkasekelela Multi-purpose Cooperative Society Limited","gold","1","1","7","Iron Ore/Lead/Silver","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kamuselula Mining Co- operative Society Limited","gold","1","1","7","Silver/Zinc/Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Liang Yun Company Limited","base_metals","1","1","7","Copper/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Mpavu Multi-Purpose Cooperative Society Limited","gemstones","1","1","7","Quartz/Niobium (Columbium)/Aquamarine","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kauzu Nkhunzi Mining Cooperative Society Limited","gemstones","1","1","7","Quartz/Tourmaline/Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Lilayi Talc Mine Association","gold","1","1","7","Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","statutory/non-company body: different register","no","no"
"Lavuponde Multi - Cooperative Society Limited","gemstones","1","1","7","Gold/Iron Ore/Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kabipupu Multi Purpose Co-operative Society Limited","industrial_minerals","1","1","7","Silica/Stone/Sand and Gravel","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Jungle Lion Mining Co-operative","gold","1","1","7","Gold/Copper/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Jesu Multi Purpose Cooperative Society Limited","gold","1","1","7","Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mufumbwe Mining Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Quartz/Nickel/Rare EarthsElements","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mufwashi Mining Cooperative Society Limited","gemstones","1","1","7","Gold/Iron Ore/Tourmaline","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Katotebujo Mullti-Purpose Co-operative Limited","gemstones","1","1","7","Iron Ore/Manganese/Silver","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kyuulu Mutezhi Multi-purpose Co-operative Society Limited","gemstones","1","1","7","Iron Ore/Gold/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kwetu Multi Purpose Co-operative Society Limited","gold","1","1","7","Quartz/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kyasalaula Multi-Purpose Co-operative Society Limited","gemstones","1","1","7","Nickel/Quartz/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Luchisaka Mining and Development Cooperative Limited","gemstones","1","1","7","Granite/Mica/Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kennados Mining Ventures Co-operative Society Limited","gemstones","1","1","7","Silica/Tantalum/Tin","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Katuzumanana Mining Co-operative Society Limited","gold","1","1","7","Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Luapula Women In Extractive Mining Co-operative Society Limited","critical_battery","1","1","7","Iron Ore/Manganese/Quartz","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kudinkaku Multi-Purpose Society Limited","critical_battery","1","1","7","Limestone (General)/Lead/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kozoo mining multi -purpose cooperative society Limited","gold","1","1","7","Sand/Limestone (General)/Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Kilobo Multi-purpose Cooperative Society Limited","gold","1","1","7","Gold/Copper/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Munyumakazi Mining Cooperative Limited","critical_battery","1","1","7","Iron Ore/Manganese/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Jach Multi-Purpose Cooperative","critical_battery","1","1","7","Lead/Manganese/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Munalu Small Scale Mining Co-operative Society Limited","critical_battery","1","1","7","Tantalum/Tin/Tungsten","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"MUTABI MUTANZI MULTI-PURPOSE CO-OPERATIVE SOCIETY","critical_battery","1","1","7","Manganese/Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mutane Akose Mining Coorperative Society Limited","critical_battery","1","1","7","Manganese/Sand/Silica","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"MUTUPA MINING MULT-PURPOSE COOPERATIVE SOCIETY LIMITED","construction_materials","1","1","7","Stone/Sand/Granite","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Muwamba Nyama Mining & Agricultural Cooperative Society","gemstones","1","1","7","Tourmaline","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mwatwiinda Multi Purpose Co-operative Society Limited","gemstones","1","1","7","Gold/Quartz/Amethyst","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mwapanda Corner Multi-Purpose Co-operative Society Limited","critical_battery","1","1","7","Mineral Sands/Manganese/Sand","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"INTERNAL MINDSET CO-OPERTIVE LIMITED","gold","1","1","7","Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","no","no"
"MUSOKONTWELELE MINING CO-OPERATIVE SOCIETY LIMITED","critical_battery","1","1","7","Manganese/Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Helment Boot-Mining Multi-purpose Cooperative Society Limited","gemstones","1","1","7","Mica/Lithium/Tantalum","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mweengwe Multi-Purpose Cooperative","gold","1","1","7","Gold/Lead/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Hillpot Mining Multipurpose Cooperative","critical_battery","1","1","7","Manganese/Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Mwaze Multipurpose Co-operative Society Limited","gold","1","1","7","Iron Ore/Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"namundela mining co-operative society limited","gemstones","1","1","7","Gold/Emerald/Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mwaze Village Multi Purpose Cooperative","gold","1","1","7","Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Mwaze Mining Co-operative Society Limited","gold","1","1","7","Iron Ore/Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Ilola Datamuka Multi Purpose Co-operative Limited","critical_battery","1","1","7","Nickel/Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Myafi Mining Co-orperative Multi- Purpose Society","gemstones","1","1","7","Saprolite/Rare EarthsElements/Tourmaline","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Nabasuntwe Mining Ventures Co-operative Society Limited","gemstones","1","1","7","Garnet/Feldspar/Iron Ore","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Muyongo Shilenga Small Scale Mining Co-operative Society Limited","critical_battery","1","1","7","Lead/Manganese/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Nyungu Artisanal Mining Multipurpose Co-operative Society Limited","gold","1","1","7","Mineral Sands/Silica/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"NGABWE KAPANDE MINING CO-OPERATIVE SOCIETY  LIMITED","gemstones","1","1","7","Quartz/Manganese/Tin","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Equitable Zambian Mining and Minerals Cooperative Society Limited","gemstones","1","1","7","Gold/Manganese/Mineral Sands","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Fair People Multi-Purpose Cooperative Society Limited","gemstones","1","1","7","Coal/Cobalt/Citrine","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"RHEMA MINING COOPERATIVE SOCIETY LIMITED","critical_battery","1","1","7","Malachite/Lead/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"NELEMU MULTI-PURPOSE  CO-OPERATIVE LIMITED","gemstones","1","1","7","Lead/Iron Ore/Anhydrite","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Havillah Multi-purpose Co-operative Limited","gemstones","1","1","7","Gemstones/Gold/Cobalt","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Happening Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Silica/Manganese/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"N'gandu Mining Co-operative Society Limited","gemstones","1","1","7","Iron Ore/Gravel/Lead","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Hanuunka Mining Cooperative Society LIMITED","industrial_minerals","1","1","7","Sandstone/Stone/Sand and Gravel","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Risers Mining Cooperative Society Limited","critical_battery","1","1","7","Lead/Manganese/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Phillip Mining Cooperative Society Limited","gemstones","1","1","7","Limestone (General)/Gold/Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"golden silk multi-purpose co-operative society limited","critical_battery","1","1","7","Manganese/Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"QUICK SQUADMULTI-PURPOSE COOPERATIVE LIMITED","critical_battery","1","1","7","Manganese/Quartz/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Founded Business Trust Refineries Zambia Limited","gold","1","1","7","Gold","1","1","NOT_FOUND_IN_PACRA_SEARCH","statutory/non-company body: different register","no","no"
"Fisanamano Multi-Purpose Co-operative Society Limited","critical_battery","1","1","7","Manganese/Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"ECO MINING CO-OPERATIVE SOCIETY LIMITED","gold","1","1","7","Iron Ore/Silver/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Rufunsa Green Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Manganese/Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Equitable Zambian Mining and Minerals Cooperative Society","industrial_minerals","1","1","7","Fluorine-Fluorite/Quartz/Clay (General)","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Pachida Mining Cooperative Society Limited","gemstones","1","1","7","Iron Ore/Quartz/Tourmaline","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"PEOPLE'S MULTI- PURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Nickel/Anhydrite/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Mpanga Mining Cooperative Society Limited","gold","1","1","7","Platinum Group Metals/Silver/Uranium","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Anahela Gold Mining Co-operative Society Limited","critical_battery","1","1","7","Lead/Manganese/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Zao Mining Cooperative Society Limited","gemstones","1","1","7","Quartz/Manganese/Rare EarthsElements","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"5 stars Multi Purpose Coopérative Society Limited","critical_battery","1","1","7","Sand and Gravel/Quartz/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Akainga Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Iron Ore/Lead/Nickel","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"AIGLE MULTI-PURPOSE COOPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Quartz/Gold/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Upper Hands Mining Co-operative Society Limited","industrial_minerals","1","1","7","Quartz/Granite","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Buneme Multi-Purpose Cooperative Society Limited","gold","1","1","7","Iron Ore/Lead/Silver","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Bwesu Ubunonshi Multi-Purpose Cooperative Society Limited","critical_battery","1","1","7","Tantalum/Tin/Rare EarthsElements","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Albino Multipurpose Cooperative Society Limited","gemstones","1","1","7","Quartz/Manganese/Limestone (General)","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Beunasha Multi Purpose Cooperative Society Limited","critical_battery","1","1","7","Lead/Tin/Zinc","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Balume Mining Co-operative Society Limited","gemstones","1","1","7","Gold/Iron Ore/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"CHIHAFE MULTI PURPOSE  CO-OPERATIVE","critical_battery","1","1","7","Manganese/Rhodium/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Twaboola Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Iron Ore/Lead/Nickel","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Chimwelelende Mining Cooperative LTD","gold","1","1","7","Mineral Sands/Quartz/Gold","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Chetu Multi-Purpose Co-Operative Society Limited","gemstones","1","1","7","Silver/Quartz/Nickel","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"speedy waters mining cooperative society ltd","critical_battery","1","1","7","Manganese/Gold/Copper","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Wabanganya Multipurpose Cooperative Society","gemstones","1","1","7","Nickel/Magnesium (Brucit)/Rare EarthsElements","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Benechishi Mining Co-operative Society Limited","critical_battery","1","1","7","Rare EarthsElements/Feldspar/Chromium","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"AZMI MINING CO OPERATIVE SOCIETY LIMITED","gold","1","1","7","Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Zagema Mining and Mineral Trading Corperative","gemstones","1","1","7","Sand and Gravel/Clay (General)/Aquamarine","1","0","NOT_FOUND_IN_PACRA_SEARCH","no corporate suffix: may be a trading name or an unincorporated venture","yes","no"
"Bachoba Multi-Purpose Co-operative Society Limited","critical_battery","1","1","7","Silica/Manganese/Silver","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Twaima Youth Muilti Purpose Co-operative","critical_battery","1","1","7","Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Shalom Wesu Multi-purpose Co-operative Society Limited","critical_battery","1","1","7","Sand/Manganese/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"DIGI MINERALS MULTI-PURPOSE COOPERATIVE","gold","1","1","7","Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Doug-Morgar Mult-Purpose Co-operative Society","gemstones","1","1","7","Tantalum/Tin/Amethyst","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Siavonga Mining Multi-Purpose Co-operative Limited","gemstones","1","1","7","Gold/Silica/Tantalum","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"SINANKUMBI MINING COOPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Tin/Gemstones/Tourmaline","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"EASTNET MULTI-PURPOSE CO-OPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Nickel/Anhydrite/Zinc","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Eagle Eye Mining Multi-purpose Co-operative Society","gemstones","1","1","7","Lead/Iron Ore/Silica","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Save Lives Multi- Purpose Co-operative Limited","critical_battery","1","1","7","Gold/Manganese/Cobalt","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"SHIWANGANDU MULTI PURPOSE CO-OPERATIVE SOCIETY LIMITED","critical_battery","1","1","7","Manganese/Quartz/Limestone (General)","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Sangalala General Trading Limited","gold","1","1","7","Gold/Copper","1","0","NOT_FOUND_IN_PACRA_SEARCH","has corporate suffix but no registry hit: spelling variance, deregistration, or genuine absence","yes","no"
"Doug Morgar Multi Purpose Co-operate Society","gemstones","1","1","7","Amethyst","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Vyane Mult-Purpose Co-operative Society Limited","critical_battery","1","1","7","Manganese/Lead/Nickel","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"BOMAS Mining Cooperative Society","gemstones","1","1","7","Silver/Tourmaline/Gold","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"BOMBA ULYA MINING COOPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Quartz/Sugilite/Tourmaline","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"TWAYUKA MINING COOPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Limestone (General)/Lead/Nickel","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"TWEENDE CHILOBE MULTIPURPOSE COOPERATIVE SOCIETY LIMITED","gemstones","1","1","7","Mica/Fluorine-Fluorite/Tourmaline","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
"Collussion Mining Co-cooperative Society Limited","gemstones","1","1","7","Manganese/Lithium/Lead","0","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","no","no"
"Sianzovu Community Mining Cooperative","gemstones","1","1","7","Quartz/Nickel/Manganese","1","0","NOT_FOUND_IN_PACRA_SEARCH","registers with Registrar of Cooperatives, not PACRA","yes","no"
